Id,SalePrice
1,116372.41262505786
2,128864.12381409967
3,205077.84240418777
5,195910.90488339475
6,219622.92079998975
7,192253.42638884444
8,190787.31757225856
9,162561.35327783608
10,118125.78948038806
12,129834.446141019
13,142708.0227023725
16,175047.40122707633
17,191496.2309060766
19,189282.19975492227
21,158808.9508033792
22,168355.08729584646
23,143700.20038772305
24,137105.828453936
25,175977.2037020203
26,116059.97627820325
27,165686.9832537515
28,185158.46132883793
32,178130.8830514117
33,165329.15830800374
34,171691.63942618112
35,189800.2593191989
36,145681.6775636381
37,137329.0768618691
38,211427.35303768644
39,138247.20026167273
40,157880.9998597614
42,180529.78315150668
44,239038.14799719336
45,241417.3218820291
46,191620.09072024975
47,177440.1393556579
48,198279.4182217278
50,177346.75444085302
51,231353.85188548875
52,162081.1590245184
53,156251.00176620943
54,194955.5247639337
55,178194.4290725497
56,187246.20498929854
58,142827.4296777085
59,169547.72676283936
62,185326.99613320056
63,132858.12714085853
64,209418.81132172098
65,124205.46623990173
67,163086.97977037384
68,160476.4988555199
69,219790.334117523
70,172865.37685813714
73,291355.15875792975
74,136088.95004343017
75,139949.40126610477
76,120869.87416123594
78,201418.95983302564
79,161124.86804241067
80,168227.33327805917
81,215872.87115259527
83,170131.9588155068
86,145103.47793844965
87,112785.77118805327
88,167210.2201337141
90,156118.73462041668
92,185266.73704759259
93,188148.91205404783
94,156318.2208887357
95,188615.11677158996
96,181574.4018734737
97,182117.7323563661
99,133834.2708372004
100,107415.24505168179
101,162431.17973146055
102,127739.53716116339
103,152855.0504978886
105,204126.03114047792
106,242279.4704984287
107,193220.62390051573
108,238777.9542035259
110,206443.9829717353
112,121573.33427440183
113,137194.901058226
114,194751.6727033156
117,166544.192890856
118,142410.8246096777
120,166736.32779804184
121,121296.7813181217
122,215418.7831223689
123,148703.82243025803
124,180251.43237345366
125,192334.84976304913
126,228021.10947664807
127,131979.44354746948
129,180635.00760872805
130,145201.0696715979
131,179528.49451706244
132,207927.4651134976
133,217602.29633619156
134,136767.85355786455
136,144383.47251205568
137,166321.1876963092
138,219388.46344849025
139,136466.8872969021
140,152797.7720755972
141,169388.0490085862
143,113814.08771126054
144,176523.14420350283
145,114068.35860009967
147,192876.71480953498
148,145769.92665718225
150,127197.60787768249
151,198384.96074713432
152,179392.9460363591
153,177649.58814238117
154,178765.8299849038
155,118644.00256659457
157,127950.82909606438
158,180005.43792093775
159,214654.87916726168
160,144117.4161839669
162,192109.7359433115
164,189589.14091463268
165,202771.55537546598
166,156622.93205528893
167,242977.3376651565
168,123100.16711651569
169,113412.2181806594
170,126181.51225017771
171,157208.3481549225
172,199700.61219267742
173,279972.8865809498
175,127677.91014231707
176,161917.39481580872
177,205168.2191042795
178,215874.1063906063
179,191631.0556234968
180,167687.53828810246
181,163191.0637870477
182,143835.8000406534
183,115038.24359827142
184,178873.26741651827
185,168194.92871381575
186,141456.28088429442
187,189948.3813305257
188,228095.27467098
189,172327.95500320182
190,195468.79190954976
191,169582.6561158108
192,135686.82391658114
193,165414.9531347923
194,174228.15526321382
195,166659.7015528686
196,137998.8998244942
197,212442.17926639976
198,291621.1901792128
199,234905.50150614497
201,188451.13990943835
202,134713.74030188055
203,121282.20681304637
204,120660.60903493417
205,217166.52260525693
206,203421.37767150253
207,153932.7484512079
208,252335.22888027833
209,193285.1290066127
210,212464.46650690126
211,197675.2398300792
213,140457.8945833228
214,165168.09789411866
215,282542.7646626441
216,215139.36152936844
217,171994.16582036912
218,152995.0575566156
220,221735.2513082223
221,180200.72866346766
222,136167.88192304492
224,161393.8447774978
227,168578.2472447883
228,170363.4853947016
229,167329.86098480268
231,138254.05625748803
232,213271.0103463504
233,136412.8878227598
234,156729.76607136385
235,206647.46055783986
236,205926.44375984068
237,191936.8634165182
239,185660.80779639338
240,150496.30357107142
242,144332.6720663798
243,145304.54700012537
244,133471.89797515117
245,139321.78681869546
247,188511.3560669119
248,155873.7111540457
249,164233.05846114442
250,162102.95523196604
251,145164.5169970776
253,113976.1470054161
254,118136.37938701316
255,247911.4517330487
256,131462.64773425602
257,151946.52835606656
258,192577.3066242295
259,178136.14937354974
260,199661.95471776402
261,190901.0695725441
262,209424.20375937287
263,117224.41295489437
264,128225.55427828497
265,158562.124574485
266,125997.53232419034
267,174480.89691784894
268,191559.9776519265
269,156236.99521270432
270,166514.49453118403
271,140267.81277545737
274,172691.70459537997
275,131084.94238293628
276,177937.49609425754
278,150092.5377702216
279,242348.1037632533
280,162294.14536501933
281,152926.78810290314
282,161923.41716977544
283,142655.63498466043
284,163563.60238620706
285,207735.2078217063
286,149580.40189730542
287,141483.80381877764
288,120493.8715065794
289,127728.57365925235
290,315531.8671973808
291,132042.01348121138
292,134764.49670979034
293,127809.23830630814
294,160824.28122224004
295,138894.21196569494
297,121776.4010707079
299,168007.84232555918
301,142491.5207101961
302,149260.63536074854
304,143900.42280461208
305,231854.79640680162
306,171258.608451906
307,142035.65937678798
308,178667.9987296782
309,166868.67841001612
310,297209.31237979414
311,181564.53185965604
312,166373.85662721773
313,176921.73084631254
314,129876.9232713911
315,113475.40023218835
316,108518.19749401652
317,175535.70755801385
318,169256.7670501666
320,137398.507030194
321,147363.5075515394
322,149750.11012096086
323,229696.22164430795
324,188487.6268066229
325,222455.8174332927
326,134667.3695191786
327,107253.001634794
328,116724.97856258061
329,167730.40213752526
330,128774.5649282735
331,178788.50584559568
332,164246.21547551244
333,168368.73510243758
334,200376.32437848978
335,142263.67879754247
336,113532.66230119106
338,142415.84979953137
339,158524.92964775537
340,162254.6823453344
341,153012.71337757751
342,129748.29617095676
343,162664.01593045483
344,174122.84361839137
345,186463.73526383995
348,152502.24802810684
349,121720.43685170422
350,199664.62051025455
351,183995.28389798614
352,146486.5077988952
354,171279.84200984697
355,149318.2966394526
356,181169.30705290785
357,182721.40373875233
358,174729.50600459208
359,179334.10332783128
360,127978.65346062784
361,162993.06557534027
362,184704.67573096586
363,114482.70634261428
364,169791.8976216149
366,125915.24918534429
367,130791.61706322474
368,201908.61031573248
369,144060.8015827399
371,169697.68273843185
373,185227.87061664858
374,130217.36517261964
375,187230.66987877968
376,186715.17231590752
377,159583.23753103055
378,170675.87879077715
379,196404.77124972976
380,181777.462185909
381,129740.37720509691
383,164843.6178666285
384,214052.44326961995
385,182786.2387347727
387,200932.2214140297
389,132491.70038112006
390,137254.8385251959
391,183357.32496297595
393,195149.16783398303
394,154463.1739975568
396,142529.84698564291
397,156821.5670056826
401,130653.86013117385
402,165514.36675157203
404,158216.81990402637
405,126007.26570957708
407,128585.57788837467
409,169058.66443176934
410,169077.36778741426
411,145593.48189608307
412,173785.2463717858
413,157907.2007010793
414,212255.66599013997
415,156277.23017916817
417,170595.16435794366
418,179593.73803259974
419,172995.4981929475
420,178053.77474828687
421,181196.6077990809
422,180431.50277451417
423,256254.67165057757
424,169609.34310833996
425,290244.73702735145
426,158804.10441276655
428,175349.9875504991
429,129539.84217855473
430,175060.2559412744
431,221515.64984461002
432,183115.47397644765
434,250071.5828308059
435,130045.48254718953
436,171445.71764303214
438,128290.0148906328
439,207362.89369303617
440,141870.09355396125
441,157557.16156718406
442,202167.37743292883
443,186462.66831284095
444,255093.79924481266
445,202281.9341673315
446,230118.2905679782
447,135071.36920293944
448,212952.7376292227
449,151788.66124540722
450,126709.44489504011
451,168662.02857303078
452,131361.13518124347
453,150910.6539429623
454,166775.13127802202
455,145398.25269517646
457,131838.42382112
459,264530.80937496823
460,143816.73432571316
461,171765.00968091676
462,101983.76690181434
463,181754.92723824448
464,139396.21255223217
465,138256.29771448183
466,168001.4334572322
467,144218.8834025142
468,154342.72340014618
469,135111.30747596896
470,132621.2764822547
471,135673.7550410521
472,227970.88224006217
473,193594.8687763056
474,137921.01105777462
475,235132.0983272711
476,194900.31313259693
477,174570.77495179398
478,156054.42893120256
479,228513.3122008539
481,167758.71747853587
482,162510.04625175937
483,147446.0257436041
484,143688.55218866278
485,141348.12986502438
486,211627.8711028078
487,111538.55842919133
488,181883.93424469559
489,164864.2132864287
490,141288.02181289086
491,177287.23030456813
492,178393.70945606392
493,247650.3377428874
494,161562.93433851557
495,219138.1638441381
496,104118.36869162101
497,177761.27091425902
498,205135.74150736746
501,166967.53260894088
502,192235.27587734308
503,163637.71271393477
504,165958.51110990508
505,175414.54896978004
507,153804.3505353734
508,182483.00196320697
509,221787.48887436846
510,152261.30323120588
511,239295.20215145734
512,167475.29988592575
513,207086.8115813782
514,156575.14182221907
515,171374.11811859123
516,172017.6231976853
517,168039.4095693396
518,191591.40219205778
519,150949.37328561326
520,132679.34236498826
522,219118.93793522075
523,187556.8202946323
524,200352.43908292064
525,168477.47537332418
526,224672.51665347675
527,141938.16470529741
528,218663.44362109574
529,104046.40468773014
530,150259.53113849487
531,144879.887560123
532,280654.5726564
533,124180.94918638044
535,134230.13860096975
537,159190.61341954983
538,162201.61584882473
539,173670.09904044258
542,184013.70933603606
543,200753.32437892433
544,212903.59611143678
545,145149.0125819079
546,140591.23917022048
547,183368.51654749122
548,240204.5153966124
549,142644.20749311222
551,139748.5455172376
552,294920.0358586819
553,108362.14186447208
554,155357.8496834547
555,168133.82620230812
557,182729.76825226995
558,172207.86086067118
559,125940.5890661406
560,182388.18061023593
561,223389.96216330872
562,129686.44211045813
563,213686.94339438694
564,92686.96330758171
566,159179.3794319985
568,162449.3047966205
570,141416.35516612287
571,152710.21986282076
572,233843.57416439246
573,166312.93985608153
574,149639.6137736418
577,143613.06734601856
578,154110.48104585573
579,163262.82550987077
581,177049.84002035303
584,160218.98243590895
587,290030.02050165785
588,238322.95545758767
589,199853.02980384367
591,81743.47636064758
592,189906.54054521382
593,182821.45447201986
594,85267.20465371085
595,172777.5302616443
596,152059.01819626786
597,199793.76364104275
600,99912.07820590945
601,176415.09941451062
603,266175.44405092264
604,125476.63435508979
606,140932.4795488417
608,212409.96820524705
611,183290.18979866977
612,183233.5636241416
613,149780.67518626526
614,201319.0987899577
615,176196.519623425
617,166930.59472116517
618,176461.70875674952
619,160203.39792759894
620,160101.5248271877
621,143361.41846975998
623,126655.44113072622
625,248400.62788068375
627,155120.233513411
628,129221.75028566802
634,159472.1771771173
636,191639.2797126842
637,219567.00510595168
638,237183.59320143878
640,148853.51256332253
641,169847.60936275468
642,216287.8966341767
644,129043.79768244491
645,181673.65129806846
647,150970.68035723467
648,183041.0956307163
649,182139.27007430393
650,178102.85524670425
651,125821.9799239518
652,179634.3345429328
653,143848.55764966205
654,163215.18839460882
655,166501.1558153379
656,205043.61920261983
657,138746.8623759992
658,179449.0698558309
659,220113.5781202235
660,169732.96672419744
661,167838.73014363198
664,190225.19719881818
665,110217.22953556523
666,152418.64440340313
668,142942.98319834567
669,161942.87553656616
670,163449.46018188488
672,128198.77656820422
673,156599.0351157013
